level,slope,curvature,rmse,n_obs
5.510129862813544,-4.166750374160059,-5.538548680966595,0.02788288262784335,12
5.220310735324372,-3.68552694236718,-6.135987396476874,0.032462822251541255,12
5.4224467603543465,-4.03661073555021,-6.214543435059826,0.0301962784347747,12
5.450765433140215,-4.057622445262858,-6.2344699152576535,0.021482896500968993,12
4.828418787964968,-3.2004651969513107,-6.477384087555214,0.05977894678608415,12
5.041561462980365,-3.7138894567572485,-6.298647303742916,0.04792344943949332,12
6.179616162832639,-5.0209813841724005,-6.188921094637578,0.023018267501761926,12
5.991258436850957,-4.9885304163955455,-4.814078239095956,0.013910326148872509,12
5.551008450393308,-4.304335153316713,-6.301317341934628,0.030983732944183558,12
5.79209209463574,-4.718135848525412,-5.110448010785291,0.026583444530764774,12
5.670944187229177,-4.651468376315031,-4.1921331564362205,0.04014705720994583,12
5.706823001610823,-4.705378345671901,-4.9192527244188105,0.02877680598058832,12
5.533727150536366,-4.535554456115224,-4.6713806604842905,0.027013069790515903,12
5.397881436121771,-4.265882301363963,-5.273768181316026,0.03082945093799269,12
5.276405612712919,-4.097008970358976,-5.508594108468635,0.04005169042270485,12
5.7217367787941535,-4.849449787045159,-3.0191040423495275,0.035736502232266786,12
5.801012179285106,-4.772402768794127,-2.6497444537668975,0.03940097816727723,12
5.627167184055142,-4.304342513857222,-2.5514617773308754,0.05259797567299362,12
5.483230154280695,-4.014870931817195,-2.6255502032335216,0.04925844407898042,12
5.188167332737528,-3.4695448814154206,-3.610991412500329,0.04566385113115257,12
5.037493737883404,-3.1066153679077826,-3.078983099417969,0.05889731801176374,12
4.976566751519313,-2.789624499113942,-3.583603390978316,0.0513033404581199,12
5.1518351221245435,-2.815307903358977,-2.5989255027187714,0.05613708384211748,12
4.909474391825867,-2.3802138334844702,-2.398171322654272,0.06134331994343047,12
4.598178963875515,-1.9858117575763068,-1.3293528035274176,0.052088630640833924,12
4.747940954419191,-2.0062941477538185,-0.6593376205704136,0.04458089966582786,12
4.785415991809966,-1.9409598251519213,-0.28283317436624156,0.049182864088661196,12
4.441550075071365,-1.436872346629395,-0.5366960870353226,0.058115488260136156,12
4.146479871419593,-1.099260188509266,-0.3876170977462452,0.06835069491404909,12
4.039075594824364,-0.7572562062102581,-0.4052747743535441,0.05479767962370996,12
4.339236900288037,-0.8374805211717693,0.09451625544073727,0.048547602240983416,12
4.148291607493434,-0.461615097978298,-0.6199430268244126,0.044988628191911656,12
4.3930867244308764,-0.5647418281170731,-0.07597994169305748,0.0490360921573423,12
4.644485941589658,-0.519623071248013,-0.1949772730889875,0.041398526381330146,12
4.603781042109406,-0.3368393591902406,-0.38639608462717095,0.049585688428278006,12
4.400136090775372,-0.06279335613881991,-0.1791220691908857,0.03702987186223228,12
4.558213480272843,0.043866456672822574,-0.449741184714081,0.021996064197885027,12
4.531131680958409,0.1579282361911096,0.0028684532067504366,0.0136763266844283,12
4.9061769471463395,-0.09633582136174261,-0.3600985142522379,0.025896417139693914,12
5.207381782488161,-0.1996857621546823,-1.0914414031657678,0.030419546023796103,12
5.219723475116123,-0.0985095240623436,-0.7742947871330895,0.03401736435351252,12
5.143371580990178,0.15277344493597614,-0.5320643083788437,0.03430881920076929,12
5.025869299073782,0.27091572348917103,-0.98933982900197,0.02745989826465047,12
4.811690048063011,0.5127091393047637,-1.2741689856165392,0.021743119437276144,12
4.681985439704551,0.5420375759948753,-1.1895058173901991,0.02947606804045966,12
4.652272541992345,0.665448443517148,-1.318439580225616,0.017004404278056155,12
4.499188021650668,0.8166538937363056,-1.3707024914407118,0.021480315416953683,12
4.726158998958364,0.508558374720018,-0.9215992783150776,0.028220813878738604,12
4.800672836087933,0.43190058734097975,-0.7040444640313483,0.020888798177091633,12
4.658784322636932,0.6925976508759788,-1.5255711882871135,0.020740421114573877,12
4.815345825077567,0.5596434401115447,-1.916539093550396,0.03174356378696022,12
4.7626596929276115,0.5827179344418594,-1.8241208917731888,0.04230732076313579,12
4.883263916519874,0.11688031791207484,-0.40972657920707617,0.04571735164925227,12
5.156517672996267,-0.11386376394306615,-1.0028720504372208,0.04116827809892584,12
5.055434913493143,0.20866462380893436,-2.3531062042983772,0.028177789889385296,12
4.875044335280475,-0.2697093300362963,-2.1253795049576634,0.0670572469804649,12
5.067810884133602,-0.7244201438987037,-2.6050869245799135,0.0502343021928738,12
4.935470831655794,-0.5511661456144025,-2.63563331418807,0.04846636271817934,12
4.857507571985018,-1.013582808095598,-4.704312735387303,0.06186169090196549,12
5.004293557094567,-1.0098804315558747,-5.147211488885066,0.06721721116184484,12
4.898428796378471,-2.25806894081862,-5.905998163579973,0.08318679291068118,12
5.162186418352435,-2.580434528987785,-7.753726417514788,0.07214570569065461,12
4.953904604416876,-2.907980007095441,-6.8490659097400375,0.13155081167881574,12
4.829431021922729,-3.100912221130768,-3.7368611174021744,0.09845809160371541,12
5.086132431212681,-3.0968296740518726,-3.112212702729694,0.07432806663783392,12
4.990975701360791,-2.785629232485128,-3.4615690667986705,0.09607523506533172,12
5.019641001322245,-2.9629962983450806,-3.7050463113256153,0.10997622870449257,12
4.8727572157967725,-2.6441947178558687,-4.181574061502289,0.09117003652951398,12
5.341117361014613,-3.4778414338185377,-5.674629545935613,0.1391400663188214,12
6.615353200800908,-4.593050280291439,-10.1873211042048,0.21553778587126374,12
5.324005561520315,-3.768163429144634,-9.316688671800604,0.20579823715669487,12
3.9351891037456666,-3.260332193809876,-5.953394856895476,0.13051213134011885,12
4.920234915420414,-4.002066000123668,-7.250627484525052,0.15862904958294052,12
4.987533213399468,-3.947588639974188,-7.135879971229096,0.129564358853783,12
4.246100674520578,-3.3389807395483624,-6.306605165913868,0.12111801926392046,12
4.910101688504725,-4.290381567678024,-6.4020473393262245,0.11940392056585322,12
5.48614860876125,-4.799493854005014,-7.321086277625748,0.07261734348847336,12
5.377498049043885,-4.981639861196371,-5.846734424103951,0.0365254034510663,12
5.278099631322766,-4.924810945299873,-5.6675218732644845,0.046415279067778446,12
5.28274799097715,-4.8978104680130645,-6.198695840397635,0.043146458248650106,12
5.049755739210063,-4.753724885084805,-5.7511736826441044,0.03652681056106383,12
5.168712308052701,-4.827933484572169,-6.156282928739727,0.033219321681441275,12
5.060240124891141,-4.513745097546237,-7.255706003836608,0.06414448095001156,12
5.614780786849466,-5.2973629676377385,-6.041866605521542,0.05036658907550582,12
5.51913937433147,-5.066094478005056,-7.268437718163606,0.046628367787113406,12
5.5534792872891146,-5.017587932027287,-7.498631080646091,0.051605689010814144,12
5.684409413168557,-5.268959911244866,-6.776145252154107,0.04300843198315353,12
5.432726609613497,-4.9538469933976375,-6.647749898485664,0.04623539029259063,12
5.046853426293313,-4.459729437990281,-6.774834238968914,0.061387205357114866,12
4.567542517100944,-3.8962733003963526,-6.823169554812692,0.07209152386257235,12
4.574122253539635,-3.722296229626982,-7.632194803643127,0.1034347778192287,12
3.8455421598175064,-3.1024847880730038,-6.45257941029077,0.09605052697726585,12
4.024593829037625,-3.1605076432126364,-7.215298424207321,0.11283732704552403,12
4.265368308609447,-3.196314445332868,-8.42998803100102,0.1398153385443335,12
4.349063314405933,-3.4613338206655175,-7.579940224682654,0.10197716551641482,12
5.06472856864794,-4.378105185282476,-7.613571040638846,0.06171014892565792,12
5.236836871552838,-4.444918069115145,-8.364998204818534,0.07654478813596757,12
5.178395545964822,-4.640488517842841,-7.2677313657862275,0.04447345135403243,12
5.11782706587968,-4.7441090408744095,-6.3659809782901915,0.03925899315585598,12
5.09271457640309,-4.506287520598918,-7.607173767229695,0.06824046339187449,12
4.761676446789074,-4.052520441125338,-7.8507768405256195,0.08908312027011651,12
4.953175831508323,-4.239230415283785,-8.11618314505987,0.09499539913606152,12
4.50209870170561,-3.430559915362252,-8.641291934112767,0.13460003489528213,12
3.555764570800067,-2.77030579613735,-7.078628380253923,0.12592353704859313,12
2.9684606200713226,-2.3747419711947093,-5.304620581755884,0.08600514061458296,12
3.367045152451806,-2.6603964451976423,-6.404728169236866,0.10916696354274462,12
3.222784801474482,-2.5850346482487274,-5.962299321706799,0.10121549781556623,12
2.8765731781202835,-2.2761406743514025,-5.320369350558224,0.09779344020082276,12
2.7759542379492985,-2.0720272240951556,-5.624695109289489,0.11729431340351051,12
2.932179782331572,-2.258816386767783,-5.429391673053475,0.10950795746236225,12
3.3417639404729362,-2.622819855123759,-5.953445393721231,0.10453870681410299,12
2.9136749804294007,-2.1654595929117675,-5.635561022831471,0.11619711872971683,12
2.222717920814628,-1.6527340002064403,-4.096698639038278,0.10672875185276343,12
2.362746397689778,-1.7554512056068667,-4.230433660396765,0.10449136930721037,12
2.1955307868590412,-1.559450001214186,-4.3925517513770425,0.09797997970847845,12
2.28827403738153,-1.6047290046652505,-4.627578682107746,0.10861819976159386,12
2.402803179960961,-1.7035265340258334,-4.836211625779085,0.11827282529386018,12
2.4794467620016296,-1.8275277293217684,-4.666221967851926,0.10593610221069255,12
2.3397604641010434,-1.6753228824947426,-4.598582329471702,0.11580484388472778,12
2.5931996759975497,-1.946532618566003,-4.9617450388807365,0.11178286360810825,12
2.9913900690120823,-2.32154474993784,-5.6009524976390805,0.10644242643434786,12
2.8088491052091022,-2.083284352376382,-5.5502336111702375,0.11712093716329582,12
2.753717822505694,-2.068584805825273,-5.350649019382325,0.11941241773827124,12
2.506335402296432,-1.8980543001191328,-4.920661007344247,0.1123649178284537,12
3.1704451922615595,-2.5849379693515524,-5.553588810424511,0.09403577635991975,12
3.761414185563866,-3.2394069002011596,-5.936832585545057,0.057553045353253764,12
3.994591567080875,-3.405487093283731,-6.703617500075199,0.06892686040884097,12
4.253922728660453,-3.8056870775119997,-6.362303605049231,0.04323386563424041,12
4.03872169491393,-3.4827493528440727,-6.723851213901392,0.07348724943544381,12
3.9821191157082962,-3.346462998673644,-6.836967282871267,0.07592970597181883,12
4.328441444888829,-3.5236664016311607,-7.818219358497236,0.08781961226714341,12
4.7092974689177645,-4.124464107622538,-7.472871339185858,0.04628368064172124,12
4.119655989442216,-3.5898356887506817,-6.593725056061739,0.047010562847787804,12
4.093987022281363,-3.5701038308833746,-6.523627414994622,0.03939706251935268,12
4.1222112660399,-3.8504425799641986,-5.598228120782895,0.016996639319264265,12
4.010589584181803,-3.771654955295479,-5.421919280269914,0.012469100020545415,12
3.7380238648577224,-3.4516958666628588,-5.211873592848081,0.012533954192508035,12
3.765194207100005,-3.5682410499792776,-4.840760982165137,0.007282811849616081,12
3.722427165945047,-3.703867764420858,-4.031737600852086,0.02772731177474359,12
3.369804725122457,-3.3880521425162984,-3.453103656018864,0.02492339493881588,12
3.550353701460954,-3.6664210739567316,-3.3096068523873625,0.03175126528608596,12
3.3871255249428103,-3.379647645174655,-3.5343237029603656,0.023422135187305203,12
3.147068940342959,-3.071562221366084,-3.427050013273101,0.018644488722422536,12
2.9498327822649197,-3.065647897849947,-2.0131375454482083,0.030161930981553006,12
2.294311379432686,-2.282793205689891,-2.0717574805506964,0.013559208461133608,12
2.7163044988269425,-2.8241536375628313,-1.8689029743555137,0.022063759810652867,12
2.6673686421868603,-2.6070492969799814,-2.39011688696193,0.013376616988223369,12
2.8375990712206227,-2.823634662305299,-2.57137057281393,0.013543834479644764,12
2.9769082626381422,-2.9099698030149654,-2.810159133944245,0.015036941599082478,12
3.3423174247879275,-3.2528589920488478,-3.284204005017958,0.022519249068576268,12
3.0456992214284546,-2.891301492820872,-2.9017157040676107,0.01753480713309075,12
3.036621309656504,-2.847926940273518,-2.6657317155992937,0.016060190493065233,12
2.8157757266884262,-2.6624993595758935,-2.7382328037552237,0.03282815733290684,12
2.923045205542133,-2.6963199914627594,-2.5683213795340025,0.019850563670623492,12
2.8917561188899947,-2.560333818738235,-2.0370029082842156,0.0299365881533686,12
2.9517085489946275,-2.5208363165183187,-1.9189757619633208,0.028762785994871403,12
2.5933819707684997,-2.0087827058338408,-2.6416609841911947,0.04096191600492956,12
2.320480518882322,-1.7179126777073237,-2.2921656750462613,0.043994794007642536,12
2.3898650868262323,-1.845446866701048,-2.5082874526948515,0.04774600329898912,12
2.431091365834635,-1.9762255049311963,-2.229696412473202,0.036519815894875345,12
2.3972469053314773,-1.847948831595336,-1.9487692101203646,0.03392309834066414,12
1.9876624817071524,-1.4876879440814967,-2.21425738439413,0.0346781625239261,12
1.9062773699989726,-1.393783671370265,-1.865540801861134,0.03574153473276054,12
1.9895103314769624,-1.5283050187307978,-1.3365167433300384,0.026556186363156636,12
2.038851164474767,-1.5163824261706824,-1.6791317401833912,0.038017576903507065,12
2.36155483949377,-1.8222049977116803,-1.9966054171834093,0.03810546083401553,12
3.1120599313072823,-2.5707431825030187,-2.1290647106087808,0.02424818402283855,12
3.184146825103662,-2.5958284251692176,-2.1620267430259488,0.021737423708902564,12
3.159627070059927,-2.6370880496946603,-2.006966964345792,0.015711531029558353,12
3.0119542211800634,-2.456516932832749,-1.5844011710942631,0.010105202563972184,12
3.036753185900462,-2.1762792853735142,-2.0924478210773834,0.020300686240423693,12
2.8736462698278022,-1.8872062051597405,-2.119840009525819,0.026404005977521208,12
2.769518622959548,-1.594812732810817,-2.2508964356613044,0.02651497555021155,12
2.824481150231342,-1.634757920227601,-1.986581288182435,0.023757508809108156,12
2.8604336105941286,-1.6282416108357025,-2.2778298692745125,0.022932518784667878,12
2.576419969745879,-1.35795659066658,-1.9308079328629342,0.02814833581688479,12
2.789870631341222,-1.59199176739853,-1.658039675329248,0.024476480336126618,12
2.772345634788914,-1.5128149559399435,-1.3487932200492188,0.026392884556058656,12
